"coc.number.new","year","beds_current","beds_new","beds_dev","beds_facility","beds_other","beds_voucher","beds_es","beds_th","beds_rrh","beds_sh","beds_psh","beds_total","d.sample.bos.statewide","d.sample.esg.2013.2019","d.sample.coc.2013.2019","d.sample.suburban","d.sample.rural","d.sample.urban","d.sample.majorcity","d.sample.merged"
"nc-506",2017,595,0,0,252,14,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nc-506",2018,613,0,0,246,37,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nc-507",2014,2034,104,0,805,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"nc-507",2015,1897,0,0,621,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"nc-507",2016,2034,20,0,653,20,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"nc-507",2017,2447,0,0,696,4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"nc-507",2018,2056,56,0,613,0,5,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"nc-511",2014,498,0,0,107,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"nc-511",2015,623,0,0,86,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"nc-511",2016,648,0,0,106,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"nc-511",2017,451,0,0,42,0,30,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"nc-511",2018,387,0,0,84,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"nc-513",2014,231,0,0,86,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"nc-513",2015,209,4,0,86,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"nc-513",2016,168,69,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"nc-513",2017,229,0,0,59,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"nc-513",2018,214,5,0,59,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"nc-516",2014,208,0,0,108,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"nc-516",2015,198,0,0,118,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"nc-516",2016,231,0,0,114,0,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"nc-516",2017,223,0,0,113,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"nc-516",2018,240,0,0,131,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"nd-500",2014,1574,105,229,802,0,35,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"nd-500",2015,1765,32,144,806,0,33,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"nd-500",2016,1843,0,63,802,10,6,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"nd-500",2017,1796,0,63,907,56,9,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"nd-500",2018,1369,0,0,483,12,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"ne-500",2014,912,101,6,395,0,41,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"ne-500",2015,1075,0,3,339,0,37,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"ne-500",2016,1010,0,0,203,0,62,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"ne-500",2017,1030,0,0,333,0,65,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"ne-500",2018,1083,0,0,478,0,56,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"ne-501",2014,2757,38,78,1159,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"ne-501",2015,2562,182,0,1124,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"ne-501",2016,2751,0,48,1027,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"ne-501",2017,2758,0,100,1120,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"ne-501",2018,2788,115,19,1059,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"ne-502",2014,1119,113,16,456,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ne-502",2015,1074,11,0,368,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ne-502",2016,996,130,0,321,0,28,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ne-502",2017,1110,22,90,355,0,48,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ne-502",2018,963,138,0,381,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"nh-500",2014,1347,16,0,487,114,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"nh-500",2015,1230,46,0,467,127,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"nh-500",2016,1285,59,0,531,72,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"nh-500",2017,1111,372,0,566,98,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"nh-500",2018,1368,37,9,611,37,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"nh-501",2014,761,68,10,171,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"nh-501",2015,752,66,0,155,8,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"nh-501",2016,825,8,0,164,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"nh-501",2017,824,10,23,209,8,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"nh-501",2018,929,36,0,214,8,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"nh-502",2014,612,4,0,110,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nh-502",2015,632,4,0,126,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nh-502",2016,590,16,0,106,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nh-502",2017,668,9,0,106,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nh-502",2018,628,9,0,104,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-500",2014,596,48,25,404,0,98,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-500",2015,718,8,0,410,0,97,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-500",2016,661,0,0,409,0,33,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-500",2017,721,50,0,403,0,27,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-500",2018,672,64,0,312,14,52,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-501",2014,806,133,92,178,0,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-501",2015,1035,0,29,181,0,9,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-501",2016,850,12,3,174,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-501",2017,840,0,0,171,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-501",2018,869,0,0,171,0,16,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-502",2014,1239,3,0,545,28,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-502",2015,1499,3,0,575,14,744,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-502",2016,1301,144,0,578,14,748,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-502",2017,816,146,0,447,43,344,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-502",2018,980,0,0,153,0,551,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-503m",2014,2112,122,98,426,0,674,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"nj-503m",2015,1962,15,76,510,0,253,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"nj-503m",2016,2059,50,0,493,16,275,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"nj-503m",2017,2074,50,87,483,60,217,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"nj-503m",2018,2213,78,45,468,67,214,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"nj-504",2014,2742,18,263,1247,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-504",2015,3281,36,31,1207,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-504",2016,3038,4,39,1284,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-504",2017,3315,4,39,1491,10,113,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-504",2018,3440,18,15,1666,0,130,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-506",2014,1097,0,65,321,44,137,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-506",2015,1356,15,65,375,98,157,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-506",2016,1232,59,0,373,100,110,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-506",2017,1299,44,0,512,100,63,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-506",2018,1427,52,0,443,100,108,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-507",2014,1041,9,53,213,29,295,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-507",2015,1009,0,54,207,52,158,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-507",2016,947,51,72,209,0,120,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-507",2017,861,154,223,207,0,204,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-507",2018,944,210,65,177,0,280,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-508",2014,960,42,44,104,0,357,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-508",2015,796,37,44,104,0,210,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-508",2016,801,5,44,103,0,106,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-508",2017,688,50,0,103,0,32,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-508",2018,823,5,0,123,14,65,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-509",2014,558,18,30,132,0,99,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-509",2015,639,21,0,132,0,98,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-509",2016,715,0,0,132,0,111,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-509",2017,717,50,0,146,0,87,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-509",2018,744,20,0,146,0,110,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-510",2014,757,20,11,67,6,490,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-510",2015,784,0,11,64,0,533,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-510",2016,553,12,0,56,0,276,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-510",2017,363,13,0,67,10,83,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-510",2018,421,26,0,68,0,160,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-511",2014,1056,186,0,436,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-511",2015,1333,16,0,477,41,21,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-511",2016,1468,0,0,486,14,25,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-511",2017,1383,0,0,475,0,13,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-511",2018,1352,0,0,320,0,39,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-513",2014,641,15,0,190,0,70,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-513",2015,689,0,5,190,0,35,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-513",2016,626,0,0,105,0,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-513",2017,610,0,0,105,0,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-513",2018,609,0,0,105,0,21,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-514",2014,2049,97,0,374,0,62,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-514",2015,1428,0,14,363,0,46,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-514",2016,1443,0,20,346,0,23,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-514",2017,1427,0,48,348,0,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-514",2018,1655,25,15,332,0,33,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-515",2014,2110,12,0,243,47,1251,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-515",2015,969,1,0,266,37,39,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-515",2016,1138,0,0,227,32,128,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-515",2017,1132,0,0,181,34,118,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-515",2018,970,0,0,143,32,146,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"nj-516",2014,443,91,47,153,0,138,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-516",2015,562,30,0,154,0,79,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-516",2016,555,30,0,154,0,62,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-516",2017,625,30,0,163,0,66,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nj-516",2018,735,0,0,133,0,112,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"nm-500",2014,2321,109,14,690,14,38,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"nm-500",2015,2531,87,37,686,14,30,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"nm-500",2016,2629,299,180,727,14,35,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"nm-500",2017,2782,291,10,643,14,35,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"nm-500",2018,3188,224,0,824,14,32,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"nm-501",2014,2428,0,4,1236,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"nm-501",2015,2523,0,0,1021,0,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"nm-501",2016,1937,467,0,859,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"nm-501",2017,2238,279,0,902,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"nm-501",2018,2289,120,0,900,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"nv-500",2014,6580,180,109,1489,14,1958,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"nv-500",2015,6001,321,218,1636,14,1224,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"nv-500",2016,5437,145,217,1760,79,360,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"nv-500",2017,5402,397,208,1787,42,131,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"nv-500",2018,5189,417,164,1529,38,191,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"nv-501",2014,1390,20,0,523,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"nv-501",2015,1386,20,0,526,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"nv-501",2016,1520,0,0,545,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"nv-501",2017,1689,0,16,614,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"nv-501",2018,1760,0,0,494,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"nv-502",2014,469,10,0,148,17,14,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"nv-502",2015,465,0,0,120,0,21,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"nv-502",2016,446,0,0,132,0,26,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"nv-502",2017,456,0,152,139,0,16,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"nv-502",2018,473,38,0,141,24,77,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"ny-500",2014,2674,21,0,556,12,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-500",2015,2540,18,0,485,12,17,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-500",2016,2505,55,0,564,11,11,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-500",2017,2695,436,213,565,14,20,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-500",2018,2645,416,0,551,14,49,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-503",2014,1517,78,0,421,0,65,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-503",2015,1586,10,0,455,0,24,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-503",2016,1650,23,0,447,0,170,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-503",2017,1723,62,0,499,0,163,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-503",2018,1866,62,0,511,0,159,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-504",2014,139,0,0,29,0,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-504",2015,121,28,0,39,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-504",2016,161,10,0,50,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-504",2017,133,0,0,50,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-504",2018,138,0,0,50,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-505m",2014,2119,44,0,498,2,32,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"ny-505m",2015,2146,31,6,537,4,96,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"ny-505m",2016,2365,122,52,502,4,101,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"ny-505m",2017,2568,135,185,533,4,72,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"ny-505m",2018,2534,194,55,536,2,92,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"ny-507",2014,649,0,0,177,0,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-507",2015,777,0,0,170,0,141,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-507",2016,705,0,0,142,0,113,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-507",2017,694,32,0,146,4,113,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-507",2018,1143,0,0,174,20,176,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-508m",2014,2090,180,20,614,14,19,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"ny-508m",2015,2288,92,324,589,10,12,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"ny-508m",2016,2392,129,106,587,10,52,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"ny-508m",2017,2481,332,94,661,10,57,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"ny-508m",2018,2969,59,0,659,0,159,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"ny-510",2014,118,16,26,22,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-510",2015,138,46,2,29,0,25,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-510",2016,176,3,3,29,0,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-510",2017,150,19,3,21,12,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-510",2018,173,12,3,21,12,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-511",2014,592,59,51,165,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"ny-511",2015,568,53,51,138,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"ny-511",2016,591,53,9,121,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"ny-511",2017,666,10,0,141,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"ny-511",2018,581,13,12,134,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"ny-512",2014,851,6,0,113,0,15,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-512",2015,762,0,0,107,4,16,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-512",2016,887,0,0,100,26,13,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-512",2017,1112,0,0,97,30,28,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-512",2018,968,0,0,110,33,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-513",2014,115,33,0,1,0,46,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-513",2015,269,25,0,1,0,34,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-513",2016,58,0,0,8,0,34,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-513",2017,389,0,0,0,0,150,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-513",2018,263,0,0,0,0,64,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-514",2014,135,7,0,79,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-514",2015,135,7,0,79,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-514",2016,112,0,0,37,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-514",2017,143,0,0,22,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-514",2018,209,0,0,60,0,31,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-516",2014,232,0,0,33,0,115,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-516",2015,227,0,0,33,0,118,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-516",2016,207,0,15,0,112,18,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-516",2017,205,0,0,27,0,98,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-516",2018,273,0,0,22,0,166,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-518",2014,809,1,0,120,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"ny-518",2015,716,0,0,124,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"ny-518",2016,714,0,16,130,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"ny-518",2017,685,0,6,131,0,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"ny-518",2018,695,0,0,127,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"ny-519",2014,199,0,0,25,0,102,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-519",2015,188,0,0,25,0,73,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-519",2016,192,0,0,25,0,82,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-519",2017,223,0,0,25,0,123,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-519",2018,262,0,0,25,0,174,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-520",2014,197,0,0,18,0,15,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-520",2015,120,0,0,8,6,23,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-520",2016,128,0,0,0,3,22,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-520",2017,208,0,0,0,5,22,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-520",2018,53,14,0,0,5,25,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-522",2014,900,39,0,48,0,22,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-522",2015,683,20,0,36,0,26,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-522",2016,696,20,0,37,0,34,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-522",2017,674,8,0,15,0,59,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-522",2018,615,8,0,17,0,24,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-523",2014,429,30,0,110,0,102,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ny-523",2015,612,0,2,159,0,120,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ny-523",2016,621,0,0,155,0,108,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ny-523",2017,550,0,0,128,0,92,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ny-523",2018,566,0,0,151,0,76,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ny-600",2014,82025,6974,2013,46316,13259,1641,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"ny-600",2015,88376,15920,1676,55785,12511,1631,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"ny-600",2016,100043,2876,178,55683,10958,2269,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"ny-600",2017,105456,2054,0,54715,17312,1802,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"ny-600",2018,101151,7665,434,74932,204,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"ny-601",2014,646,6,0,254,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ny-601",2015,587,6,0,228,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ny-601",2016,602,61,0,222,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ny-601",2017,683,0,4,220,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ny-601",2018,710,1,2,229,0,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ny-602",2014,560,38,0,254,0,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-602",2015,655,17,27,264,0,61,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-602",2016,657,13,6,230,43,33,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-602",2017,697,17,11,258,53,9,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-602",2018,806,0,0,252,77,78,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-603",2014,5276,342,51,2332,50,556,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-603",2015,5993,342,6,2452,50,934,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-603",2016,6867,336,30,2792,50,964,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-603",2017,6908,83,232,3098,0,1020,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-603",2018,6529,72,49,2829,0,1071,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-604",2014,4116,158,0,1119,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-604",2015,4259,7,0,1083,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-604",2016,4087,111,0,1026,26,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-604",2017,4014,69,0,1124,46,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-604",2018,4023,152,0,1125,46,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-606",2014,248,40,0,132,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-606",2015,304,0,6,55,50,37,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-606",2016,303,0,0,51,50,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-606",2017,244,0,0,38,50,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-606",2018,235,0,0,38,54,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ny-607",2014,193,0,0,10,0,120,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-607",2015,191,0,0,10,0,118,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-607",2016,229,0,0,10,67,89,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-607",2017,239,0,0,10,92,74,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-607",2018,218,0,0,0,0,180,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ny-608",2014,489,0,0,77,0,196,0,0,0,0,0,0,0,0,1,0,1,0,0,0
